id,garden_id,child_id,food_id,content,is_public,created_at,food_name
bfe5168d-4c97-466b-ad7d-cb8159dd8734,,,52,A child aspirated candy cheese and had difficulty breathing. Emergency services were called with back blows administered; the child was taken to hospital by ambulance but died. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Individually wrapped cheese
cdf0752a-4790-4b73-9027-5cdd5f940f53,,,46,"During a meal in the classroom, a child suddenly had difficulty breathing after eating apple. Emergency services were called with back blows administered; the child was taken to hospital by ambulance but died. The object could not be removed on scene. An AED was applied and chest compressions were performed.",true,2026-08-06 09:34:51.904111+00,Apple
d7c21ed3-55bf-4e87-b8e2-7b2983a11406,,,49,A child choked on a chewy candy and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Candy
dd65f5a6-77f9-411b-82f0-7983cfa43061,,,46,"During a meal in the classroom, an enrolled child choked on apple and baby food and had difficulty breathing. Emergency services were called with back blows administered; the child was taken to hospital by ambulance and became critically ill. The object could not be removed on scene. An AED was applied and chest compressions were performed.",true,2026-08-06 09:34:51.904111+00,Apple
df092ebe-6c99-4fe4-802a-84cc57a4de1b,,,89,"In a store, a child (daughter) choked on a round candy from a tin and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.",true,2026-08-06 09:34:51.904111+00,Sweets/snacks
e4dbde6f-7f22-4f5e-999d-1e74cbc7b56a,,,49,A girl choked on candy and had difficulty breathing. Emergency services were called with back blows administered; the girl recovered after first aid. The object could not be removed on scene. Breathing worsened after vomiting. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Candy
e5ea2278-37ad-42e4-bbb7-d68d0c48c653,,,2,"At a medical facility, a child choked on bread and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene. An AED was applied and chest compressions were performed.",true,2026-08-06 09:34:51.904111+00,Bread
e618b07e-c21f-4efc-b74d-16e32edb5d1e,,,28,"While playing in the schoolyard, a child choked on a cherry tomato and had difficulty breathing. Emergency services were called with back blows administered; the child was taken to hospital by ambulance but died. The object could not be removed on scene. An AED was applied and chest compressions were performed.",true,2026-08-06 09:34:51.904111+00,Tomato
e976165f-e7c6-4dfb-8423-a49554d7a6ea,,,87,"In a restaurant, a child (daughter) choked on restaurant pasta, other prepared food, and a scouring pad and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene and was treated at a medical facility.",true,2026-08-06 09:34:51.904111+00,Noodles
eb0635ee-4cba-4992-a869-210878002b24,,,47,"During a meal at a medical facility, an enrolled child choked on a grape and had difficulty breathing. Emergency services were called with back blows administered. The object could not be removed on scene. An AED was applied and chest compressions were performed. Emergency services (119) were called and the child was transported.",true,2026-08-06 09:34:51.904111+00,Grapes
ec9d7d99-4ec2-4add-a646-a02021c99126,,,81,"While playing in the schoolyard, a child choked on a cherry tomato and had difficulty breathing. Emergency services were called with back blows administered; the child was taken to hospital by ambulance but died. The object could not be removed on scene. An AED was applied and chest compressions were performed.",true,2026-08-06 09:34:51.904111+00,Cherry tomato
ed6fbb6f-c13c-4cc7-bb79-3b196350d93b,,,48,"During snack time, an enrolled child choked on shiratama dumplings, rice flour dumplings, and mitarashi dango and had difficulty breathing. Emergency services were called with back blows administered; the child was taken to hospital by ambulance but died. The object could not be removed on scene. An AED was applied and chest compressions were performed.",true,2026-08-06 09:34:51.904111+00,Shiratama dumpling
f4d89e14-1435-45a7-9d3a-15afb0641148,,,52,A child choked on candy-shaped cheese and had difficulty breathing. Emergency services were called with back blows administered; the child recovered after first aid. The object could not be removed on scene. Those nearby noticed something was wrong and responded.,true,2026-08-06 09:34:51.904111+00,Individually wrapped cheese
f8788e8c-882e-4b7b-aeed-ac8efa4eb313,,,87,"At a medical facility, a child (son) suddenly had difficulty breathing after eating cup yakisoba noodles. Emergency services were called with back blows administered. The object could not be removed on scene. Emergency services (119) were called and the child was transported.",true,2026-08-06 09:34:51.904111+00,Noodles
fdb12e51-2c44-487c-9af2-1b54c5231c27,,,47,"During a meal at a medical facility, an enrolled child suddenly had difficulty breathing after eating a grape. Emergency services were called with back blows administered; the child was taken to hospital by ambulance but died. The object could not be removed on scene. An AED was applied and chest compressions were performed. Emergency services (119) were called and the child was transported.",true,2026-08-06 09:34:51.904111+00,Grapes
